,AAC|C,AAC|E,AAC|F,AAC|G,AAC|H,AAC|I,AAC|K,AAC|L,AAC|M,AAC|P,AAC|Q,AAC|R,AAC|S,AAC|W,AAC|Y,PAAC|R,PAAC|D,PAAC|C,PAAC|E,PAAC|G,PAAC|H,PAAC|I,PAAC|L,PAAC|K,PAAC|F,PAAC|P,PAAC|S,PAAC|W,PAAC|V,PAAC|lambda1,PAAC|lambda2,PAAC|lambda3,PHYC|Net Charge,PHYC|Hydrophobic Moment,PHYC|Hydrophobicity,PHYC|Aromacity,PHYC|Alpha Helical Propensity,PHYC|Aliphatic Index,PHYC|Boman Index,BLOSUM4,BLOSUM17,BLOSUM18,BLOSUM19,BLOSUM41,BLOSUM42,BLOSUM59,BLOSUM85,BLOSUM87,BLOSUM92,BLOSUM105,BLOSUM114,BLOSUM115,BLOSUM118,BLOSUM119,BLOSUM125,BLOSUM129,BLOSUM134,BLOSUM136,BLOSUM138,BLOSUM156,BLOSUM158,BLOSUM161,BLOSUM164,BLOSUM170,BLOSUM195,BLOSUM197,BLOSUM215,BLOSUM237,BLOSUM240,BLOSUM245,BLOSUM255,BLOSUM258,BLOSUM276,BLOSUM305,BLOSUM318,BLOSUM319,BLOSUM329,ZSCALE4,ZSCALE5,ZSCALE6,ZSCALE9,ZSCALE11,ZSCALE23,ZSCALE25,ZSCALE26,ZSCALE28,ZSCALE32,ZSCALE33,ZSCALE34,ZSCALE35,ZSCALE38,ZSCALE45,ZSCALE52,ZSCALE56,ZSCALE65,ZSCALE68,ZSCALE79,ZSCALE80
10,0.0,0.0,8.33333333333333,0.0,0.0,0.0,8.33333333333333,16.6666666666667,8.33333333333333,16.6666666666667,8.33333333333333,0.0,8.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.690863913242208,0.345431956621104,0.345431956621104,0.690863913242208,0.345431956621104,0.0,0.0,0.213616832341045,0.206657793535492,0.234293417502359,0.759102613190302,0.218528003183143,-0.325,0.0833333333333333,1.01,65.0,1.26416666666667,0,-1,-2,-1,-1,-2,-3,-3.0,1.0,5.0,-1.0,0.0,-3.0,-2.0,-1.0,-1.0,-2.0,-2.0,1.0,-2.0,1.0,-4.0,-2.0,1.0,-3.0,-1.0,1.0,-2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.34,0.66,-4.22,0.54,-1.66,-2.49,0.31,-4.28,-1.49,-2.18,-1.12,-1.46,-0.4,1.04,1.61,-0.22,-4.28,0.0,0.0,0.0,0.0
11,0.0,7.14285714285714,0.0,14.2857142857143,7.14285714285714,7.14285714285714,0.0,28.5714285714286,0.0,7.14285714285714,0.0,14.2857142857143,14.2857142857143,0.0,0.0,0.502677025934461,0.0,0.0,0.251338512967231,0.502677025934461,0.251338512967231,0.251338512967231,1.00535405186892,0.0,0.0,0.251338512967231,0.502677025934461,0.0,0.0,0.307131287758186,0.275990592656786,0.165539606617798,0.850066264617098,0.307068914835476,0.0071428571428571,0.0,1.00214285714286,139.285714285714,1.545,-4,-1,-2,-1,-1,-2,-1,-1.0,0.0,0.0,-3.0,-3.0,-2.0,-2.0,-3.0,-4.0,0.0,-3.0,0.0,-3.0,-2.0,-2.0,-1.0,-4.0,2.0,-2.0,-1.0,-2.0,-1.0,-2.0,-3.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-0.72,0.84,-3.89,-0.84,-4.28,1.15,0.67,2.05,0.36,0.26,-0.11,-0.34,-0.25,-1.49,0.84,1.95,-1.66,-0.17,0.36,0.0,0.0
12,22.2222222222222,11.1111111111111,0.0,22.2222222222222,0.0,0.0,11.1111111111111,0.0,0.0,11.1111111111111,0.0,11.1111111111111,0.0,0.0,0.0,0.248903253884649,0.248903253884649,0.497806507769299,0.248903253884649,0.497806507769299,0.0,0.0,0.0,0.248903253884649,0.0,0.248903253884649,0.0,0.0,0.0,0.380120312247616,0.264446296977687,0.106530136890047,-0.256778143994664,0.351872961125884,1.11111111111111,0.0,0.947777777777778,0.0,3.50666666666667,-3,-1,-2,-2,0,-2,-3,-3.0,1.0,5.0,-3.0,-3.0,-2.0,-2.0,-3.0,-3.0,-2.0,-4.0,-1.0,-4.0,0.0,-3.0,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,-2.65,3.52,1.99,2.05,-2.49,0.31,2.05,0.36,0.27,1.84,0.7,2.0,-0.11,-2.65,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,26.6666666666667,0.0,6.66666666666667,6.66666666666667,0.0,6.66666666666667,0.0,6.66666666666667,0.0,0.0,13.3333333333333,0.0,6.66666666666667,0.0,0.310956756850028,0.0,0.0,0.0,0.310956756850028,0.310956756850028,0.310956756850028,0.0,1.24382702740011,0.310956756850028,0.621913513700056,0.0,0.0,0.12803672909742,0.241797843321995,0.319208670730557,-1.15260243761527,0.0838233210384248,-0.9,0.333333333333333,0.98,58.6666666666667,0.397333333333333,6,-1,-4,-3,4,-1,-2,-1.0,-3.0,-3.0,-2.0,6.0,-4.0,1.0,3.0,-2.0,2.0,3.0,-2.0,2.0,-1.0,-2.0,1.0,0.0,-2.0,-1.0,5.0,-3.0,-2.0,-1.0,-2.0,-4.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.46,0.75,-1.66,0.7,0.24,-1.71,0.26,-4.22,1.06,2.44,0.43,0.04,-1.47,0.26,0.67,-1.3,-4.22,-0.62,1.04,0.0,0.0
14,0.0,16.6666666666667,0.0,0.0,0.0,16.6666666666667,16.6666666666667,16.6666666666667,0.0,0.0,16.6666666666667,0.0,0.0,0.0,0.0,0.0,0.225758922242057,0.0,0.225758922242057,0.0,0.0,0.225758922242057,0.225758922242057,0.225758922242057,0.0,0.0,0.0,0.0,0.0,0.231423679264816,0.319286634962912,0.223530763530215,-1.23172888412915,0.665797883886837,0.933333333333334,0.0,1.20833333333333,130.0,2.79666666666667,-3,-1,-3,-1,-1,2,-2,-1.0,-3.0,-2.0,-4.0,-3.0,-1.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,0.26,3.98,-2.46,2.29,-1.49,0.84,3.11,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,8.33333333333333,8.33333333333333,0.0,0.0,8.33333333333333,16.6666666666667,8.33333333333333,0.0,8.33333333333333,0.0,8.33333333333333,8.33333333333333,0.0,0.0,0.226429221028234,0.226429221028234,0.0,0.226429221028234,0.0,0.0,0.226429221028234,0.226429221028234,0.452858442056468,0.226429221028234,0.226429221028234,0.226429221028234,0.0,0.0,0.290518637173561,0.179600863643899,0.303451278154306,0.835940377739835,0.374905379308785,0.691666666666667,0.0833333333333333,1.0575,73.3333333333333,2.74083333333333,2,-1,-3,-2,-1,-3,-1,-3.0,-1.0,-1.0,-3.0,-3.0,-1.0,-3.0,-2.0,-1.0,-2.0,-2.0,1.0,-2.0,4.0,-3.0,-1.0,-4.0,2.0,-1.0,0.0,-4.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,-0.25,3.98,-2.46,-3.89,1.84,2.0,2.29,-2.49,-2.18,-1.12,-1.46,-0.4,1.15,0.84,1.94,3.52,0.0,0.0,0.0,0.0
16,22.2222222222222,11.1111111111111,0.0,0.0,11.1111111111111,0.0,0.0,11.1111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677360018347402,0.338680009173701,0.0,0.338680009173701,0.0,0.338680009173701,0.0,0.0,0.0,0.0,0.0,0.677360018347402,0.138043447366568,0.25787059154226,0.265405951917471,-1.16971571578092,0.161707552301701,-0.588888888888889,0.0,1.17555555555556,130.0,-0.856666666666667,-3,-1,-2,-2,0,-3,-1,-3.0,0.0,-1.0,-4.0,-3.0,-1.0,-3.0,-2.0,0.0,-2.0,-2.0,1.0,-3.0,1.0,-3.0,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,-2.65,-4.28,-0.72,-2.59,0.26,0.09,3.11,-0.11,-2.32,0.6,-0.14,1.3,0.6,-2.65,0.0,0.0,0.0,0.0,0.0,0.0
17,12.5,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,12.5,12.5,6.25,0.0,6.25,0.564301007408024,0.0,0.564301007408024,0.0,0.564301007408024,0.0,0.0,0.564301007408024,0.0,0.0,0.0,0.282150503704012,0.0,0.0,0.237985585623731,0.22104551092801,0.258818399744247,1.73928063319228,0.119786152281539,-0.1375,0.0625,0.95625,48.75,2.783125,-4,-1,-2,-1,0,-2,-3,9.0,-4.0,-3.0,-1.0,0.0,-3.0,-2.0,-1.0,-3.0,0.0,-3.0,0.0,-2.0,-2.0,2.0,-1.0,0.0,-3.0,-1.0,1.0,-2.0,-1.0,-1.0,-3.0,-2.0,-2.0,1.0,-3.0,-3.0,-2.0,0.0,-0.72,0.84,0.75,-1.46,2.05,3.71,-2.65,-4.28,-1.49,0.5,-1.44,-1.34,0.66,0.43,0.66,2.5,0.84,-0.38,1.04,1.99,-0.17
18,33.3333333333333,0.0,16.6666666666667,16.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6666666666667,0.0,0.0,0.0,0.17267348490812,0.17267348490812,0.345346969816241,0.0,0.17267348490812,0.0,0.0,0.0,0.0,0.17267348490812,0.0,0.0,0.0,0.0,0.330043947188384,0.175338587825131,0.321943980078365,-0.258589604968873,0.207784358498793,0.25,0.166666666666667,0.975,0.0,2.86,-3,-1,-2,-2,0,-2,-3,9.0,-4.0,-3.0,-2.0,6.0,-4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,-2.65,3.52,1.99,2.05,3.71,-2.65,-4.22,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,14.2857142857143,14.2857142857143,0.0,14.2857142857143,14.2857142857143,0.0,0.0,0.0,28.5714285714286,14.2857142857143,0.0,0.0,0.355431843843503,0.0,0.0,0.0,0.177715921921752,0.177715921921752,0.0,0.177715921921752,0.177715921921752,0.0,0.0,0.177715921921752,0.0,0.0,0.30872129835972,0.247240538712203,0.266322241006326,2.54630164667318,0.328575300115899,1.0,0.0,1.00714285714286,55.7142857142857,5.37,0,1,-3,-2,0,-2,-3,-3.0,0.0,2.0,-3.0,-1.0,-2.0,-2.0,2.0,-3.0,0.0,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.39,0.67,2.29,1.49,2.05,-3.5,-0.17,2.47,0.26,2.5,-3.5,1.99,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,30.7692307692308,15.3846153846154,0.0,7.69230769230769,0.0,0.0,0.0,7.69230769230769,0.0,0.0,0.0,23.0769230769231,0.0,0.0,0.0,0.529955868091254,0.0,0.706607824121672,0.353303912060836,0.176651956030418,0.0,0.0,0.176651956030418,0.0,0.0,0.0,0.0,0.0,0.0,0.235887447797702,0.394542506475672,0.192918089696209,0.72608857803968,0.720548155882231,0.684615384615385,0.0,1.09615384615385,37.6923076923077,4.01769230769231,-3,-1,-2,-2,-1,5,-2,9.0,-4.0,-3.0,-3.0,-3.0,-2.0,-3.0,-2.0,-3.0,1.0,-3.0,1.0,-4.0,-2.0,-2.0,0.0,-3.0,-1.0,-2.0,-1.0,-1.0,-2.0,-3.0,9.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.18,-2.65,3.11,-0.34,3.52,3.71,-2.65,3.52,-3.5,1.62,1.04,-1.15,1.61,-1.49,-2.65,0.26,2.05,-2.65,0.0,0.0,0.0
21,22.2222222222222,11.1111111111111,0.0,11.1111111111111,0.0,11.1111111111111,0.0,11.1111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289158311120123,0.578316622240246,0.289158311120123,0.289158311120123,0.0,0.289158311120123,0.289158311120123,0.0,0.0,0.0,0.0,0.0,0.578316622240246,0.232962329072053,0.202330113252924,0.275549246554901,-2.18185360056018,0.205705388746151,-0.288888888888889,0.0,1.03888888888889,151.111111111111,-0.654444444444445,2,-1,-3,-2,0,-3,-2,-3.0,2.0,-1.0,-3.0,-3.0,-2.0,-2.0,-3.0,-1.0,-3.0,0.0,-2.0,-2.0,-1.0,-2.0,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,-0.25,-3.89,-0.84,0.84,1.93,0.75,2.05,0.36,-1.3,-1.49,-0.72,0.84,3.71,-0.02,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,12.5,0.0,25.0,0.0,25.0,0.0,0.261714618173751,0.0,0.0,0.0,0.0,0.130857309086875,0.130857309086875,0.0,0.0,0.0,0.130857309086875,0.0,0.261714618173751,0.0,0.313043460522034,0.282323732486332,0.273775497904759,1.84725580264389,0.555051787313173,-0.45,0.25,0.9875,61.25,2.88875,-3,-1,-3,-1,-3,-3,2,-3.0,-1.0,-1.0,-2.0,1.0,-4.0,11.0,2.0,0.0,-2.0,-2.0,1.0,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,0.26,2.47,3.9,-4.36,1.84,2.0,-4.36,0.59,-2.32,0.6,-0.14,1.3,-3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,14.2857142857143,0.0,0.0,0.0,0.0,14.2857142857143,14.2857142857143,14.2857142857143,0.0,14.2857142857143,14.2857142857143,0.0,0.0,0.23520021821351,0.0,0.0,0.0,0.0,0.0,0.0,0.23520021821351,0.0,0.23520021821351,0.23520021821351,0.23520021821351,0.0,0.0,0.263974568368651,0.26552846767418,0.235296745743659,0.760091614289302,0.619169518193358,-0.385714285714286,0.142857142857143,0.994285714285714,55.7142857142857,1.52,-4,-1,-2,-1,-1,-1,-1,-1.0,-1.0,-1.0,-3.0,-3.0,-2.0,-3.0,-2.0,-3.0,-2.0,-4.0,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,0.84,2.39,-1.39,-2.85,-1.12,-0.4,3.52,-3.5,0.27,1.84,0.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,22.2222222222222,22.2222222222222,0.0,11.1111111111111,0.0,11.1111111111111,0.0,0.0,0.0,11.1111111111111,11.1111111111111,0.0,0.0,0.0,11.1111111111111,0.0,0.0,0.650161039719552,0.650161039719552,0.325080519859776,0.0,0.325080519859776,0.0,0.0,0.0,0.325080519859776,0.0,0.0,0.0,0.226276773673195,0.190988011632444,0.257654694834585,-2.24984116329381,0.300103109307778,0.0111111111111111,0.111111111111111,1.01555555555556,43.3333333333333,1.20888888888889,-3,-1,-3,-1,0,-3,-2,-3.0,-2.0,-2.0,-3.0,-3.0,-1.0,-2.0,-1.0,-4.0,0.0,-3.0,0.0,-3.0,-1.0,-2.0,-1.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,0.26,-2.54,0.04,0.84,0.36,-0.38,1.75,-1.44,0.26,-0.11,-0.34,-0.25,3.71,-0.25,0.0,0.0,0.0,0.0,0.0,0.0
